volatility,move_ease,trap_susceptibility,king_exposure,castling_status,defending_pieces,pawn_structure,doubled_pawns,backward_pawns,pawn_majority,mobility,piece_coordination,rooks_connected,bishop_pair,overworked_defenders,checks,captures,pins,tactical_motifs,material_imbalance,phase,space_control,passed_pawns,center_control,top_moves,evals_dict,human_move,game_number
3199.9298941798943,0.34523809523809523,0.14285714285714285,0,1,3,0.25,0,3,0,0.7,0.46875,0,1,7,0,1,0,0,0,0,0,0,3,"['f3g5', 'f3e5', 'f3h4', 'f3d4', 'f3e1', 'g2h3', 'g2h1', 'g1h1', 'f1e1', 'd1a4', 'd1b3', 'd1c2', 'd1e1', 'b1c3', 'b1a3', 'c4d5', 'c4c5', 'g3g4', 'h2h3', 'e2e3', 'd2d3', 'b2b3', 'a2a3', 'h2h4', 'e2e4', 'd2d4', 'b2b4', 'a2a4']","{""b1c3"": 11, ""c4d5"": 11, ""d2d4"": 10, ""b2b3"": -5, ""d2d3"": -12, ""f3e5"": -12, ""a2a3"": -19, ""e2e3"": -20, ""d1c2"": -21, ""b1a3"": -22, ""f1e1"": -26, ""a2a4"": -26, ""h2h3"": -30, ""f3e1"": -36, ""d1a4"": -37, ""h2h4"": -38, ""d1e1"": -38, ""d1b3"": -39, ""g1h1"": -45, ""g2h1"": -48, ""f3h4"": -57, ""f3g5"": -79, ""f3d4"": -89, ""g2h3"": -117, ""b2b4"": -141, ""c4c5"": -142, ""e2e4"": -173, ""g3g4"": -211}",b2b3,1
15707.718279569892,0.34408602150537637,0.0967741935483871,0,1,3,0.3333333333333333,0,2,0,0.775,0.5,0,1,8,0,1,0,0,0,0,2,0,2,"['g8h8', 'f8e8', 'd8e8', 'd8d7', 'd8d6', 'c8d7', 'b8d7', 'b8c6', 'b8a6', 'e7d6', 'e7c5', 'e7b4', 'e7a3', 'f6e8', 'f6d7', 'f6h5', 'f6g4', 'f6e4', 'd5c4', 'h7h6', 'g7g6', 'c7c6', 'b7b6', 'a7a6', 'e6e5', 'd5d4', 'h7h5', 'g7g5', 'c7c5', 'b7b5', 'a7a5']","{""c7c5"": -5, ""d5d4"": -14, ""f8e8"": -25, ""b7b6"": -38, ""c8d7"": -41, ""a7a5"": -44, ""b8a6"": -44, ""b8d7"": -47, ""h7h6"": -48, ""f6e4"": -48, ""c7c6"": -54, ""d5c4"": -55, ""a7a6"": -58, ""e7d6"": -65, ""g8h8"": -66, ""d8e8"": -69, ""b8c6"": -70, ""f6e8"": -71, ""d8d6"": -72, ""f6g4"": -74, ""h7h5"": -75, ""d8d7"": -77, ""e7b4"": -78, ""b7b5"": -79, ""f6h5"": -87, ""f6d7"": -89, ""e7c5"": -94, ""g7g6"": -119, ""e6e5"": -194, ""g7g5"": -252, ""e7a3"": -718}",c7c6,1
3241.2678062678065,0.345679012345679,0.1111111111111111,0,1,3,0.16666666666666666,0,5,0,0.675,0.53125,0,1,8,0,1,0,0,0,0,0,0,3,"['f3g5', 'f3e5', 'f3h4', 'f3d4', 'f3e1', 'g2h3', 'g2h1', 'g1h1', 'f1e1', 'd1c2', 'd1e1', 'c1a3', 'c1b2', 'b1c3', 'b1a3', 'c4d5', 'c4c5', 'g3g4', 'b3b4', 'h2h3', 'e2e3', 'd2d3', 'a2a3', 'h2h4', 'e2e4', 'd2d4', 'a2a4']","{""d2d4"": 38, ""c1b2"": 35, ""d2d3"": 31, ""d1c2"": 23, ""a2a3"": 22, ""h2h3"": 22, ""e2e3"": 22, ""f1e1"": 20, ""b1a3"": 16, ""d1e1"": 14, ""h2h4"": 10, ""c1a3"": 3, ""c4d5"": 3, ""f3e5"": 2, ""a2a4"": -3, ""g2h1"": -9, ""g1h1"": -10, ""f3e1"": -37, ""g2h3"": -46, ""b1c3"": -51, ""f3g5"": -62, ""f3d4"": -63, ""f3h4"": -65, ""e2e4"": -107, ""c4c5"": -129, ""b3b4"": -138, ""g3g4"": -163}",c1b2,1
16354.53125,0.34375,0.125,0,1,3,0.25,0,3,0,0.8,0.5625,0,1,9,0,1,0,0,0,0,3,0,2,"['g8h8', 'f8e8', 'd8e8', 'd8d7', 'd8c7', 'd8d6', 'd8b6', 'd8a5', 'c8d7', 'b8d7', 'b8a6', 'e7d6', 'e7c5', 'e7b4', 'e7a3', 'f6e8', 'f6d7', 'f6h5', 'f6g4', 'f6e4', 'd5c4', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'e6e5', 'c6c5', 'd5d4', 'h7h5', 'g7g5', 'b7b5', 'a7a5']","{""b7b5"": -30, ""a7a5"": -32, ""b8d7"": -35, ""d8c7"": -41, ""b7b6"": -43, ""c6c5"": -43, ""b8a6"": -46, ""a7a6"": -46, ""f8e8"": -47, ""h7h6"": -47, ""f6e4"": -48, ""d8e8"": -56, ""e7d6"": -58, ""f6e8"": -59, ""f6d7"": -63, ""d8a5"": -64, ""d8b6"": -65, ""d5c4"": -66, ""d8d7"": -68, ""d8d6"": -69, ""c8d7"": -75, ""f6g4"": -78, ""e7b4"": -82, ""h7h5"": -82, ""g7g6"": -82, ""g8h8"": -83, ""e7c5"": -83, ""f6h5"": -87, ""e6e5"": -183, ""d5d4"": -235, ""g7g5"": -311, ""e7a3"": -720}",b8d7,1
2967.7903225806454,0.3541666666666667,0.125,0,1,3,0.16666666666666666,0,5,0,0.8,0.5625,1,1,9,0,2,0,0,0,0,0,0,3,"['f3g5', 'f3e5', 'f3h4', 'f3d4', 'f3e1', 'g2h3', 'g2h1', 'b2f6', 'b2e5', 'b2d4', 'b2c3', 'b2a3', 'b2c1', 'g1h1', 'f1e1', 'd1c2', 'd1e1', 'd1c1', 'b1c3', 'b1a3', 'c4d5', 'c4c5', 'g3g4', 'b3b4', 'h2h3', 'e2e3', 'd2d3', 'a2a3', 'h2h4', 'e2e4', 'd2d4', 'a2a4']","{""d2d4"": 22, ""d1c2"": 22, ""d2d3"": 17, ""a2a4"": 16, ""a2a3"": 12, ""b1c3"": 11, ""c4d5"": 10, ""h2h3"": 5, ""f1e1"": 4, ""e2e3"": 3, ""d1c1"": -1, ""f3d4"": -7, ""h2h4"": -8, ""b2a3"": -11, ""b1a3"": -14, ""f3e5"": -17, ""b2d4"": -17, ""b2c3"": -20, ""f3e1"": -23, ""f3h4"": -26, ""b2f6"": -26, ""g1h1"": -32, ""d1e1"": -35, ""g2h1"": -46, ""b2e5"": -47, ""b2c1"": -48, ""f3g5"": -54, ""g2h3"": -54, ""c4c5"": -125, ""b3b4"": -148, ""e2e4"": -156, ""g3g4"": -203}",d2d3,1
28316.382795698926,0.34408602150537637,0.1935483870967742,0,1,3,0.25,0,3,0,0.775,0.59375,0,1,9,0,1,0,0,0,0,3,0,3,"['g8h8', 'f8e8', 'd8e8', 'd8c7', 'd8b6', 'd8a5', 'a8b8', 'e7d6', 'e7c5', 'e7b4', 'e7a3', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'f6e8', 'f6h5', 'f6g4', 'f6e4', 'd5c4', 'h7h6', 'g7g6', 'b7b6', 'a7a6', 'e6e5', 'c6c5', 'd5d4', 'h7h5', 'g7g5', 'b7b5', 'a7a5']","{""a7a5"": -36, ""d8c7"": -38, ""e7d6"": -39, ""b7b5"": -47, ""h7h6"": -49, ""f8e8"": -51, ""d8b6"": -58, ""d8a5"": -65, ""b7b6"": -67, ""a8b8"": -70, ""a7a6"": -71, ""f6g4"": -73, ""d8e8"": -75, ""e6e5"": -78, ""e7b4"": -79, ""d7b8"": -80, ""d7b6"": -80, ""f6e8"": -80, ""d5c4"": -80, ""e7c5"": -81, ""g8h8"": -87, ""c6c5"": -88, ""h7h5"": -89, ""f6h5"": -97, ""g7g6"": -99, ""d5d4"": -243, ""g7g5"": -341, ""d7c5"": -345, ""f6e4"": -430, ""d7e5"": -634, ""e7a3"": -687}",a7a5,1
2611.341354723708,0.35294117647058826,0.08823529411764706,0,1,3,0.14285714285714285,0,6,0,0.85,0.625,1,1,10,0,2,0,0,0,0,0,0,4,"['f3g5', 'f3e5', 'f3h4', 'f3d4', 'f3d2', 'f3e1', 'g2h3', 'g2h1', 'b2f6', 'b2e5', 'b2d4', 'b2c3', 'b2a3', 'b2c1', 'g1h1', 'f1e1', 'd1d2', 'd1c2', 'd1e1', 'd1c1', 'b1c3', 'b1a3', 'b1d2', 'c4d5', 'c4c5', 'g3g4', 'd3d4', 'b3b4', 'h2h3', 'e2e3', 'a2a3', 'h2h4', 'e2e4', 'a2a4']","{""b1d2"": 29, ""d1c2"": 28, ""d3d4"": 21, ""a2a4"": 21, ""b1c3"": 19, ""a2a3"": 11, ""d1d2"": 10, ""h2h3"": 10, ""c4d5"": 10, ""f1e1"": -2, ""d1c1"": -4, ""e2e3"": -10, ""b2a3"": -12, ""h2h4"": -17, ""b2c3"": -17, ""b2d4"": -24, ""b1a3"": -28, ""d1e1"": -36, ""b2c1"": -38, ""f3e5"": -39, ""f3d4"": -40, ""b2f6"": -40, ""f3e1"": -41, ""g1h1"": -42, ""f3h4"": -42, ""g2h3"": -43, ""f3d2"": -44, ""f3g5"": -45, ""g2h1"": -47, ""b2e5"": -77, ""e2e4"": -100, ""c4c5"": -147, ""b3b4"": -148, ""g3g4"": -193}",b1d2,1
30206.733333333334,0.34408602150537637,0.1935483870967742,0,1,3,0.16666666666666666,0,5,0,0.775,0.65625,0,1,10,0,1,0,0,0,0,4,0,3,"['g8h8', 'f8e8', 'd8e8', 'd8c7', 'd8b6', 'a8b8', 'a8a7', 'a8a6', 'e7d6', 'e7c5', 'e7b4', 'e7a3', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'f6e8', 'f6h5', 'f6g4', 'f6e4', 'd5c4', 'h7h6', 'g7g6', 'b7b6', 'e6e5', 'c6c5', 'd5d4', 'a5a4', 'h7h5', 'g7g5', 'b7b5']","{""a5a4"": -33, ""b7b6"": -51, ""f8e8"": -52, ""d8c7"": -53, ""b7b5"": -55, ""h7h6"": -55, ""e7d6"": -62, ""f6g4"": -63, ""a8a6"": -64, ""d7b6"": -65, ""d8b6"": -67, ""e6e5"": -71, ""e7c5"": -73, ""e7b4"": -73, ""d8e8"": -75, ""f6e8"": -78, ""d7b8"": -78, ""a8a7"": -81, ""a8b8"": -83, ""h7h5"": -90, ""g8h8"": -92, ""d5c4"": -94, ""g7g6"": -94, ""f6h5"": -95, ""c6c5"": -99, ""d5d4"": -234, ""g7g5"": -294, ""d7c5"": -326, ""d7e5"": -580, ""f6e4"": -587, ""e7a3"": -709}",a5a4,1
16797.68360071301,0.3627450980392157,0.11764705882352941,0,1,3,0.14285714285714285,0,6,0,0.85,0.625,1,1,11,0,3,0,0,0,0,0,0,4,"['f3g5', 'f3e5', 'f3h4', 'f3d4', 'f3e1', 'g2h3', 'g2h1', 'd2e4', 'd2b1', 'b2f6', 'b2e5', 'b2d4', 'b2c3', 'b2a3', 'b2c1', 'g1h1', 'f1e1', 'd1c2', 'd1e1', 'd1c1', 'd1b1', 'a1c1', 'a1b1', 'c4d5', 'b3a4', 'c4c5', 'g3g4', 'd3d4', 'b3b4', 'h2h3', 'e2e3', 'a2a3', 'h2h4', 'e2e4']","{""e2e4"": 35, ""d1c2"": 32, ""a1c1"": 27, ""a1b1"": 27, ""d3d4"": 25, ""b2c3"": 16, ""a2a3"": 15, ""f1e1"": 13, ""b2d4"": 3, ""d1c1"": 0, ""b3a4"": -7, ""c4d5"": -8, ""e2e3"": -9, ""h2h3"": -13, ""b2f6"": -13, ""d1b1"": -16, ""d1e1"": -16, ""h2h4"": -25, ""f3g5"": -37, ""f3e5"": -38, ""f3h4"": -39, ""b2e5"": -39, ""g2h3"": -40, ""f3e1"": -41, ""g1h1"": -45, ""g2h1"": -47, ""d2b1"": -48, ""b2c1"": -48, ""f3d4"": -49, ""b3b4"": -90, ""c4c5"": -150, ""g3g4"": -229, ""d2e4"": -466, ""b2a3"": -577}",d1c2,1
28108.65953654189,0.35294117647058826,0.14705882352941177,0,1,3,0.16666666666666666,0,5,0,0.85,0.625,0,1,9,0,2,0,0,0,0,3,0,3,"['g8h8', 'f8e8', 'd8e8', 'd8c7', 'd8b6', 'd8a5', 'a8b8', 'a8a7', 'a8a6', 'a8a5', 'e7d6', 'e7c5', 'e7b4', 'e7a3', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'f6e8', 'f6h5', 'f6g4', 'f6e4', 'd5c4', 'a4b3', 'h7h6', 'g7g6', 'b7b6', 'e6e5', 'c6c5', 'd5d4', 'a4a3', 'h7h5', 'g7g5', 'b7b5']","{""f8e8"": -30, ""c6c5"": -33, ""d8a5"": -40, ""b7b5"": -43, ""h7h6"": -43, ""d8b6"": -44, ""a4a3"": -44, ""d8c7"": -53, ""e7d6"": -54, ""a4b3"": -55, ""d7b6"": -57, ""a8a6"": -58, ""a8a7"": -58, ""e7c5"": -60, ""e7b4"": -62, ""f6g4"": -63, ""f6e8"": -75, ""h7h5"": -76, ""d7c5"": -79, ""d7b8"": -79, ""d8e8"": -83, ""b7b6"": -83, ""g8h8"": -91, ""d5c4"": -94, ""e6e5"": -96, ""f6h5"": -98, ""g7g6"": -98, ""a8b8"": -116, ""a8a5"": -127, ""d5d4"": -257, ""g7g5"": -264, ""f6e4"": -532, ""d7e5"": -612, ""e7a3"": -741}",a4a3,1
40662.86786786787,0.36036036036036034,0.8648648648648649,0,1,3,0.16666666666666666,0,5,0,0.925,0.65625,1,1,11,0,3,0,0,0,0,0,0,4,"['f3g5', 'f3e5', 'f3h4', 'f3d4', 'f3e1', 'g2h3', 'g2h1', 'd2e4', 'd2b1', 'c2c3', 'c2d1', 'c2c1', 'c2b1', 'b2f6', 'b2e5', 'b2d4', 'b2c3', 'b2a3', 'b2c1', 'g1h1', 'f1e1', 'f1d1', 'f1c1', 'f1b1', 'a1e1', 'a1d1', 'a1c1', 'a1b1', 'c4d5', 'c4c5', 'g3g4', 'd3d4', 'b3b4', 'h2h3', 'e2e3', 'h2h4', 'e2e4']","{""b2c3"": 44, ""b2f6"": 13, ""b2c1"": 7, ""b2d4"": -6, ""b2e5"": -42, ""d3d4"": -477, ""b2a3"": -509, ""a1b1"": -519, ""b3b4"": -519, ""c2c3"": -524, ""c2b1"": -525, ""c4d5"": -525, ""h2h3"": -531, ""e2e4"": -534, ""c2c1"": -540, ""f3e5"": -540, ""f1e1"": -542, ""f1b1"": -548, ""e2e3"": -553, ""f3d4"": -555, ""f1d1"": -557, ""f1c1"": -563, ""a1c1"": -569, ""h2h4"": -576, ""f3h4"": -579, ""d2b1"": -581, ""a1d1"": -584, ""f3g5"": -584, ""g2h1"": -591, ""a1e1"": -592, ""f3e1"": -594, ""d2e4"": -594, ""g2h3"": -603, ""g1h1"": -606, ""c2d1"": -624, ""c4c5"": -643, ""g3g4"": -709}",b2c3,1
27141.737903225807,0.34375,0.28125,0,1,3,0.2,0,4,0,0.8,0.6875,0,1,10,0,1,0,0,0,0,3,0,3,"['g8h8', 'f8e8', 'd8e8', 'd8c7', 'd8b6', 'd8a5', 'a8b8', 'a8a7', 'a8a6', 'a8a5', 'a8a4', 'e7d6', 'e7c5', 'e7b4', 'd7b8', 'd7b6', 'd7e5', 'd7c5', 'f6e8', 'f6h5', 'f6g4', 'f6e4', 'd5c4', 'h7h6', 'g7g6', 'b7b6', 'e6e5', 'c6c5', 'd5d4', 'h7h5', 'g7g5', 'b7b5']","{""c6c5"": -26, ""d8c7"": -61, ""f8e8"": -68, ""d8b6"": -69, ""b7b5"": -71, ""f6e8"": -76, ""d7c5"": -78, ""h7h6"": -78, ""b7b6"": -82, ""e6e5"": -82, ""d7b6"": -83, ""d5c4"": -87, ""e7d6"": -91, ""a8a6"": -95, ""d8e8"": -100, ""f6g4"": -104, ""g7g6"": -105, ""a8a7"": -107, ""d7b8"": -111, ""h7h5"": -113, ""f6h5"": -115, ""g8h8"": -116, ""a8b8"": -119, ""e7c5"": -184, ""g7g5"": -239, ""a8a5"": -247, ""d5d4"": -305, ""e7b4"": -414, ""a8a4"": -505, ""d8a5"": -523, ""f6e4"": -568, ""d7e5"": -612}",c6c5,1
